1 436.3800 262.9067
2 379.8767 521.2633
3 414.5933 190.6767
4 426.6333 212.1767
5 504.0800 369.9067
6 302.6800 568.0200
7 400.5900 431.0867
8 293.9133 486.6267
9 377.0000 94.8133
10 291.2067 671.0033
